SNB data portal,,,,
2002-12-30,0.786,1.547,2.396,3.356
2002-12-31,0.786,1.547,2.396,3.356
2003-01-01,0.786,1.547,2.396,3.356
2003-01-02,0.786,1.547,2.396,3.356
2003-01-03,0.872,1.599,2.421,3.363
2003-01-06,0.811,1.568,2.42,3.341
2003-01-07,0.805,1.559,2.415,3.356
2003-01-08,0.839,1.552,2.387,3.347
2003-01-09,0.774,1.522,2.373,3.308
2003-01-10,0.842,1.577,2.443,3.368
2003-01-13,0.878,1.623,2.484,3.407
2003-01-14,0.85,1.6,2.483,3.429
2003-01-15,0.851,1.587,2.464,3.408
2003-01-16,0.842,1.57,2.45,3.412
2003-01-17,0.824,1.558,2.436,3.397
2003-01-20,0.814,1.558,2.446,3.395
2003-01-21,0.804,1.549,2.442,3.392
2003-01-22,0.805,1.544,2.436,3.394
2003-01-23,0.794,1.549,2.446,3.396
2003-01-24,0.771,1.512,2.401,3.374
2003-01-27,0.783,1.512,2.383,3.35
2003-01-28,0.801,1.532,2.39,3.344
2003-01-29,0.775,1.498,2.348,3.313
2003-01-30,0.822,1.563,2.432,3.358
2003-01-31,0.827,1.538,2.396,3.323
2003-02-03,0.822,1.56,2.418,3.33
2003-02-04,0.787,1.521,2.396,3.319
2003-02-05,0.784,1.506,2.363,3.296
2003-02-06,0.778,1.519,2.397,3.316
2003-02-07,0.751,1.497,2.378,3.298
2003-02-10,0.743,1.485,2.37,3.301
2003-02-11,0.745,1.5,2.387,3.311
2003-02-12,0.72,1.467,2.346,3.269
2003-02-13,0.693,1.424,2.311,3.248
2003-02-14,0.689,1.425,2.307,3.241
2003-02-17,0.685,1.44,2.336,3.262
2003-02-18,0.686,1.437,2.317,3.262
2003-02-19,0.69,1.441,2.318,3.287
2003-02-20,0.683,1.419,2.289,3.257
2003-02-21,0.692,1.409,2.29,3.267
2003-02-24,0.66,1.388,2.291,3.271
2003-02-25,0.653,1.386,2.292,3.278
2003-02-26,0.65,1.413,2.341,3.305
2003-02-27,0.659,1.424,2.352,3.323
2003-02-28,0.673,1.442,2.375,3.333
2003-03-03,0.674,1.446,2.376,3.339
2003-03-04,0.656,1.423,2.335,3.33
2003-03-05,0.604,1.356,2.299,3.319
2003-03-06,0.621,1.361,2.283,3.299
2003-03-07,0.486,1.227,2.2,3.263
2003-03-10,0.52,1.222,2.174,3.241
2003-03-11,0.472,1.224,2.196,3.245
2003-03-12,0.498,1.229,2.183,3.23
2003-03-13,0.532,1.267,2.224,3.272
2003-03-14,0.601,1.349,2.304,3.335
2003-03-17,0.612,1.366,2.329,3.367
2003-03-18,0.718,1.595,2.586,3.466
2003-03-19,0.766,1.613,2.606,3.599
2003-03-20,0.825,1.642,2.622,3.625
2003-03-21,0.851,1.663,2.621,3.614
2003-03-24,0.842,1.697,2.632,3.561
2003-03-25,0.866,1.722,2.646,3.599
2003-03-26,0.881,1.784,2.732,3.643
2003-03-27,0.842,1.691,2.635,3.609
2003-03-28,0.834,1.688,2.644,3.625
2003-03-31,0.781,1.59,2.537,3.566
2003-04-01,0.727,1.551,2.485,3.496
2003-04-02,0.774,1.593,2.519,3.513
2003-04-03,0.804,1.639,2.566,3.518
2003-04-04,0.74,1.671,2.627,3.535
2003-04-07,0.826,1.777,2.715,3.554
2003-04-08,0.803,1.744,2.709,3.606
2003-04-09,0.813,1.749,2.686,3.541
2003-04-10,0.822,1.714,2.643,3.529
2003-04-11,0.845,1.749,2.675,3.53
2003-04-14,0.843,1.788,2.72,3.551
2003-04-15,0.895,1.823,2.743,3.567
2003-04-16,0.901,1.803,2.713,3.534
2003-04-17,0.902,1.75,2.628,3.486
2003-04-18,0.902,1.75,2.628,3.486
2003-04-21,0.902,1.75,2.628,3.486
2003-04-22,0.79,1.725,2.696,3.558
2003-04-23,0.876,1.765,2.664,3.486
2003-04-24,0.837,1.732,2.646,3.5
2003-04-25,0.834,1.725,2.643,3.497
2003-04-28,0.782,1.676,2.6,3.453
2003-04-29,0.822,1.72,2.638,3.505
2003-04-30,0.823,1.738,2.659,3.499
2003-05-01,0.823,1.738,2.659,3.499
2003-05-02,0.751,1.667,2.631,3.509
2003-05-05,0.732,1.677,2.64,3.521
2003-05-06,0.717,1.648,2.606,3.502
2003-05-07,0.652,1.598,2.584,3.512
2003-05-08,0.684,1.541,2.496,3.455
2003-05-09,0.635,1.532,2.498,3.444
2003-05-12,0.605,1.489,2.486,3.446
2003-05-13,0.651,1.518,2.486,3.45
2003-05-14,0.643,1.484,2.46,3.435
2003-05-15,0.615,1.443,2.406,3.417
2003-05-16,0.6,1.442,2.402,3.4
2003-05-19,0.552,1.35,2.315,3.341
2003-05-20,0.555,1.356,2.316,3.347
2003-05-21,0.547,1.34,2.306,3.35
2003-05-22,0.536,1.352,2.322,3.345
2003-05-23,0.511,1.342,2.326,3.349
2003-05-26,0.537,1.346,2.329,3.361
2003-05-27,0.577,1.346,2.285,3.336
2003-05-28,0.606,1.457,2.41,3.373
2003-05-29,0.606,1.457,2.41,3.373
2003-05-30,0.598,1.425,2.358,3.342
2003-06-02,0.586,1.456,2.399,3.351
2003-06-03,0.595,1.453,2.39,3.341
2003-06-04,0.57,1.369,2.287,3.268
2003-06-05,0.551,1.363,2.28,3.273
2003-06-06,0.497,1.316,2.234,3.222
2003-06-09,0.497,1.316,2.234,3.222
2003-06-10,0.506,1.328,2.242,3.234
2003-06-11,0.475,1.288,2.207,3.196
2003-06-12,0.507,1.323,2.24,3.228
2003-06-13,0.504,1.327,2.243,3.225
2003-06-16,0.54,1.364,2.279,3.243
2003-06-17,0.574,1.408,2.332,3.28
2003-06-18,0.627,1.483,2.41,3.328
2003-06-19,0.679,1.603,2.566,3.456
2003-06-20,0.647,1.594,2.58,3.437
2003-06-23,0.664,1.631,2.623,3.49
2003-06-24,0.65,1.602,2.589,3.476
2003-06-25,0.64,1.571,2.567,3.479
2003-06-26,0.675,1.609,2.57,3.429
2003-06-27,0.665,1.65,2.622,3.454
2003-06-30,0.664,1.609,2.607,3.446
2003-07-01,0.644,1.578,2.565,3.417
2003-07-02,0.636,1.577,2.575,3.432
2003-07-03,0.652,1.595,2.591,3.434
2003-07-04,0.614,1.544,2.531,3.4
2003-07-07,0.618,1.547,2.524,3.394
2003-07-08,0.624,1.559,2.549,3.41
2003-07-09,0.622,1.522,2.501,3.399
2003-07-10,0.605,1.504,2.482,3.379
2003-07-11,0.617,1.519,2.483,3.369
2003-07-14,0.609,1.467,2.423,3.35
2003-07-15,0.616,1.51,2.479,3.376
2003-07-16,0.657,1.601,2.588,3.425
2003-07-17,0.648,1.592,2.569,3.412
2003-07-18,0.655,1.619,2.593,3.416
2003-07-21,0.694,1.686,2.657,3.458
2003-07-22,0.713,1.733,2.711,3.467
2003-07-23,0.714,1.697,2.673,3.457
2003-07-24,0.699,1.643,2.606,3.44
2003-07-25,0.727,1.69,2.636,3.451
2003-07-28,0.717,1.71,2.669,3.468
2003-07-29,0.8,1.748,2.675,3.463
2003-07-30,0.721,1.727,2.698,3.476
2003-07-31,0.721,1.715,2.666,3.453
2003-08-01,0.721,1.715,2.666,3.453
2003-08-04,0.823,1.805,2.725,3.481
2003-08-05,0.838,1.819,2.732,3.471
2003-08-06,0.91,1.89,2.796,3.512
2003-08-07,0.879,1.85,2.736,3.471
2003-08-08,0.812,1.773,2.654,3.41
2003-08-11,0.857,1.78,2.625,3.41
2003-08-12,0.817,1.781,2.648,3.423
2003-08-13,0.82,1.805,2.694,3.468
2003-08-14,0.834,1.883,2.779,3.534
2003-08-15,0.858,1.908,2.792,3.564
2003-08-18,0.829,1.91,2.817,3.575
2003-08-19,0.841,1.953,2.864,3.58
2003-08-20,0.797,1.903,2.804,3.541
2003-08-21,0.813,1.929,2.86,3.591
2003-08-22,0.839,1.939,2.851,3.593
2003-08-25,0.811,1.937,2.86,3.586
2003-08-26,0.861,1.97,2.885,3.616
2003-08-27,0.858,1.947,2.854,3.614
2003-08-28,0.868,1.964,2.887,3.631
2003-08-29,0.862,1.963,2.875,3.627
2003-09-01,0.878,1.986,2.892,3.634
2003-09-02,0.956,2.047,2.958,3.698
2003-09-03,1.026,2.158,3.074,3.77
2003-09-04,1.036,2.156,3.064,3.819
2003-09-05,1.006,2.112,3.027,3.765
2003-09-08,0.953,2.071,2.999,3.754
2003-09-09,0.94,2.084,3.003,3.761
2003-09-10,0.934,2.067,2.995,3.758
2003-09-11,0.905,2.015,2.942,3.718
2003-09-12,0.922,2.012,2.918,3.691
2003-09-15,0.854,1.946,2.859,3.66
2003-09-16,0.853,1.941,2.872,3.683
2003-09-17,0.862,1.95,2.89,3.7
2003-09-18,0.85,1.939,2.903,3.716
2003-09-19,0.869,1.957,2.92,3.765
2003-09-22,0.809,1.918,2.892,3.723
2003-09-23,0.781,1.89,2.853,3.693
2003-09-24,0.796,1.912,2.878,3.715
2003-09-25,0.779,1.883,2.853,3.692
2003-09-26,0.773,1.856,2.807,3.663
2003-09-29,0.75,1.837,2.805,3.656
2003-09-30,0.729,1.813,2.777,3.624
2003-10-01,0.725,1.777,2.707,3.533
2003-10-02,0.737,1.81,2.744,3.543
2003-10-03,0.766,1.866,2.786,3.533
2003-10-06,0.806,1.923,2.858,3.58
2003-10-07,0.812,1.914,2.841,3.581
2003-10-08,0.819,1.924,2.849,3.566
2003-10-09,0.831,1.919,2.791,3.542
2003-10-10,0.826,1.939,2.854,3.575
2003-10-13,0.814,1.919,2.812,3.568
2003-10-14,0.832,1.934,2.844,3.588
2003-10-15,0.846,1.96,2.853,3.575
2003-10-16,0.864,1.979,2.892,3.615
2003-10-17,0.906,2.009,2.908,3.63
2003-10-20,0.877,1.979,2.905,3.634
2003-10-21,0.926,2,2.897,3.643
2003-10-22,0.907,1.967,2.864,3.619
2003-10-23,0.88,1.891,2.745,3.55
2003-10-24,0.911,1.971,2.848,3.614
2003-10-27,0.915,1.99,2.867,3.619
2003-10-28,0.988,2.057,2.884,3.624
2003-10-29,0.915,2.009,2.895,3.634
2003-10-30,0.956,2.049,2.919,3.661
2003-10-31,0.948,2.017,2.882,3.633
2003-11-03,0.926,2,2.878,3.626
2003-11-04,0.976,2.074,2.903,3.619
2003-11-05,0.973,2.074,2.943,3.663
2003-11-06,0.999,2.071,2.935,3.669
2003-11-07,1.064,2.118,2.976,3.695
2003-11-10,1.09,2.142,3.004,3.707
2003-11-11,1.076,2.124,2.975,3.666
2003-11-12,1.086,2.148,2.988,3.674
2003-11-13,1.079,2.147,2.998,3.667
2003-11-14,1.028,2.088,2.942,3.63
2003-11-17,1.026,2.091,2.921,3.612
2003-11-18,0.989,2.049,2.905,3.598
2003-11-19,0.957,2.026,2.877,3.559
2003-11-20,0.909,2.024,2.876,3.525
2003-11-21,0.933,2.008,2.87,3.553
2003-11-24,0.953,2.04,2.866,3.552
2003-11-25,0.997,2.072,2.912,3.632
2003-11-26,0.992,2.078,2.94,3.589
2003-11-27,1.056,2.154,3.014,3.661
2003-11-28,1.081,2.179,2.993,3.596
2003-12-01,1.124,2.195,2.978,3.585
2003-12-02,1.147,2.215,2.968,3.575
2003-12-03,1.131,2.181,2.929,3.544
2003-12-04,1.126,2.159,2.902,3.536
2003-12-05,1.11,2.127,2.869,3.508
2003-12-08,1.021,2.03,2.795,3.477
2003-12-09,1.001,2.03,2.808,3.465
2003-12-10,1.049,2.084,2.875,3.516
2003-12-11,1.02,2.037,2.837,3.483
2003-12-12,0.987,2.019,2.822,3.493
2003-12-15,0.923,1.957,2.775,3.434
2003-12-16,0.907,1.927,2.741,3.405
2003-12-17,0.895,1.911,2.742,3.42
2003-12-18,0.883,1.905,2.731,3.356
2003-12-19,0.875,1.904,2.738,3.317
2003-12-22,0.879,1.898,2.739,3.324
2003-12-23,0.897,1.91,2.739,3.293
2003-12-24,0.897,1.91,2.739,3.293
2003-12-25,0.897,1.91,2.739,3.293
2003-12-26,0.897,1.91,2.739,3.293
2003-12-29,0.943,1.968,2.726,3.358
2003-12-30,0.938,2.003,2.78,3.406
2003-12-31,0.938,2.003,2.78,3.406
2004-01-01,0.938,2.003,2.78,3.406
2004-01-02,0.938,2.003,2.78,3.406
2004-01-05,0.969,2.019,2.831,3.39
2004-01-06,0.947,2.006,2.831,3.402
2004-01-07,0.936,1.985,2.811,3.399
2004-01-08,0.939,1.967,2.818,3.403
2004-01-09,0.931,1.936,2.78,3.407
2004-01-12,0.845,1.867,2.743,3.369
2004-01-13,0.849,1.857,2.766,3.4
2004-01-14,0.826,1.856,2.763,3.389
2004-01-15,0.82,1.828,2.767,3.414
2004-01-16,0.809,1.816,2.752,3.405
2004-01-19,0.801,1.836,2.773,3.372
2004-01-20,0.791,1.795,2.738,3.368
2004-01-21,0.762,1.767,2.735,3.375
2004-01-22,0.766,1.772,2.755,3.403
2004-01-23,0.736,1.746,2.736,3.392
2004-01-26,0.748,1.771,2.761,3.406
2004-01-27,0.793,1.822,2.826,3.473
2004-01-28,0.773,1.802,2.807,3.452
2004-01-29,0.798,1.832,2.808,3.44
2004-01-30,0.852,1.877,2.852,3.505
2004-02-02,0.814,1.825,2.812,3.509
2004-02-03,0.787,1.777,2.74,3.435
2004-02-04,0.772,1.768,2.74,3.446
2004-02-05,0.793,1.791,2.764,3.471
2004-02-06,0.803,1.812,2.788,3.485
2004-02-09,0.764,1.758,2.714,3.446
2004-02-10,0.742,1.735,2.693,3.433
2004-02-11,0.764,1.778,2.739,3.402
2004-02-12,0.735,1.733,2.708,3.418
2004-02-13,0.717,1.704,2.668,3.401
2004-02-16,0.663,1.695,2.639,3.423
2004-02-17,0.635,1.678,2.613,3.408
2004-02-18,0.696,1.631,2.597,3.399
2004-02-19,0.722,1.664,2.63,3.401
2004-02-20,0.741,1.704,2.686,3.441
2004-02-23,0.746,1.74,2.736,3.467
2004-02-24,0.755,1.735,2.724,3.454
2004-02-25,0.732,1.715,2.714,3.454
2004-02-26,0.734,1.719,2.714,3.456
2004-02-27,0.71,1.67,2.681,3.439
2004-03-01,0.688,1.651,2.675,3.455
2004-03-02,0.73,1.66,2.669,3.455
2004-03-03,0.769,1.7,2.692,3.469
2004-03-04,0.762,1.71,2.697,3.466
2004-03-05,0.747,1.676,2.669,3.459
2004-03-08,0.69,1.592,2.608,3.444
2004-03-09,0.657,1.576,2.589,3.427
2004-03-10,0.684,1.579,2.58,3.425
2004-03-11,0.688,1.58,2.575,3.413
2004-03-12,0.65,1.572,2.547,3.396
2004-03-15,0.634,1.52,2.528,3.404
2004-03-16,0.645,1.519,2.523,3.41
2004-03-17,0.657,1.533,2.538,3.412
2004-03-18,0.689,1.56,2.551,3.407
2004-03-19,0.71,1.609,2.598,3.411
2004-03-22,0.698,1.585,2.581,3.418
2004-03-23,0.702,1.608,2.602,3.409
2004-03-24,0.673,1.606,2.587,3.403
2004-03-25,0.675,1.582,2.551,3.371
2004-03-26,0.693,1.616,2.571,3.373
2004-03-29,0.711,1.648,2.612,3.394
2004-03-30,0.722,1.694,2.644,3.397
2004-03-31,0.74,1.688,2.632,3.383
2004-04-01,0.759,1.676,2.607,3.389
2004-04-02,0.792,1.74,2.67,3.41
2004-04-05,0.893,1.827,2.743,3.458
2004-04-06,0.9,1.844,2.731,3.438
2004-04-07,0.903,1.824,2.698,3.415
2004-04-08,0.969,1.866,2.716,3.416
2004-04-09,0.969,1.866,2.716,3.416
2004-04-12,0.969,1.866,2.716,3.416
2004-04-13,0.992,1.885,2.736,3.43
2004-04-14,1.003,1.895,2.74,3.433
2004-04-15,0.967,1.909,2.766,3.419
2004-04-16,1.031,1.92,2.746,3.429
2004-04-19,1.02,1.908,2.743,3.428
2004-04-20,1.018,1.902,2.738,3.42
2004-04-21,1.059,1.949,2.776,3.448
2004-04-22,1.059,1.949,2.776,3.437
2004-04-23,1.052,1.944,2.766,3.437
2004-04-26,1.111,2.026,2.831,3.457
2004-04-27,1.161,2.052,2.841,3.481
2004-04-28,1.154,2.043,2.822,3.474
2004-04-29,1.212,2.108,2.848,3.466
2004-04-30,1.132,2.046,2.809,3.412
2004-05-03,1.109,2.005,2.768,3.382
2004-05-04,1.075,1.967,2.754,3.349
2004-05-05,1.081,1.977,2.732,3.329
2004-05-06,1.104,2.031,2.777,3.345
2004-05-07,1.153,2.085,2.825,3.394
2004-05-10,1.196,2.102,2.85,3.456
2004-05-11,1.259,2.133,2.882,3.486
2004-05-12,1.215,2.112,2.856,3.454
2004-05-13,1.239,2.135,2.889,3.469
2004-05-14,1.223,2.166,2.917,3.489
2004-05-17,1.169,2.085,2.823,3.436
2004-05-18,1.166,2.097,2.834,3.428
2004-05-19,1.155,2.108,2.856,3.438
2004-05-20,1.155,2.108,2.856,3.438
2004-05-21,1.178,2.117,2.848,3.433
2004-05-24,1.254,2.161,2.886,3.487
2004-05-25,1.191,2.125,2.873,3.479
2004-05-26,1.18,2.135,2.892,3.476
2004-05-27,1.237,2.169,2.885,3.466
2004-05-28,1.226,2.164,2.888,3.465
2004-05-31,1.226,2.164,2.888,3.465
2004-06-01,1.256,2.208,2.927,3.479
2004-06-02,1.276,2.219,2.928,3.488
2004-06-03,1.295,2.264,2.978,3.495
2004-06-04,1.335,2.285,2.995,3.53
2004-06-07,1.351,2.321,3.025,3.545
2004-06-08,1.376,2.317,3.003,3.534
2004-06-09,1.398,2.328,3.012,3.546
2004-06-10,1.471,2.354,3.058,3.574
2004-06-11,1.526,2.379,3.07,3.569
2004-06-14,1.515,2.372,3.038,3.583
2004-06-15,1.54,2.348,3.031,3.558
2004-06-16,1.446,2.271,2.959,3.533
2004-06-17,1.499,2.334,3.003,3.54
2004-06-18,1.482,2.321,2.974,3.53
2004-06-21,1.479,2.292,2.957,3.541
2004-06-22,1.459,2.292,2.95,3.52
2004-06-23,1.47,2.313,2.986,3.536
2004-06-24,1.47,2.309,2.981,3.517
2004-06-25,1.455,2.282,2.96,3.518
2004-06-28,1.547,2.338,2.999,3.545
2004-06-29,1.511,2.376,3.054,3.579
2004-06-30,1.506,2.361,3.04,3.578
2004-07-01,1.521,2.35,3.014,3.579
2004-07-02,1.5,2.321,2.999,3.577
2004-07-05,1.408,2.268,2.983,3.564
2004-07-06,1.384,2.265,2.972,3.556
2004-07-07,1.387,2.266,2.966,3.536
2004-07-08,1.355,2.233,2.935,3.516
2004-07-09,1.35,2.222,2.931,3.522
2004-07-12,1.344,2.213,2.924,3.496
2004-07-13,1.337,2.219,2.941,3.49
2004-07-14,1.375,2.255,2.95,3.514
2004-07-15,1.385,2.241,2.937,3.515
2004-07-16,1.387,2.23,2.949,3.513
2004-07-19,1.348,2.192,2.904,3.494
2004-07-20,1.346,2.198,2.909,3.489
2004-07-21,1.393,2.244,2.941,3.506
2004-07-22,1.435,2.261,2.966,3.506
2004-07-23,1.386,2.221,2.932,3.492
2004-07-26,1.405,2.229,2.933,3.509
2004-07-27,1.412,2.25,2.977,3.517
2004-07-28,1.457,2.283,2.999,3.53
2004-07-29,1.451,2.291,3.001,3.504
2004-07-30,1.415,2.242,2.957,3.5
2004-08-02,1.382,2.181,2.913,3.484
2004-08-03,1.406,2.218,2.927,3.501
2004-08-04,1.348,2.158,2.867,3.475
2004-08-05,1.261,2.061,2.841,3.474
2004-08-06,1.232,2.045,2.83,3.475
2004-08-09,1.107,1.944,2.765,3.455
2004-08-10,1.147,1.986,2.806,3.462
2004-08-11,1.166,2.008,2.819,3.469
2004-08-12,1.165,1.999,2.801,3.456
2004-08-13,1.146,1.96,2.762,3.432
2004-08-16,1.13,1.963,2.773,3.453
2004-08-17,1.147,2.001,2.813,3.469
2004-08-18,1.147,1.97,2.782,3.451
2004-08-19,1.16,2.009,2.814,3.46
2004-08-20,1.145,1.977,2.778,3.448
2004-08-23,1.184,2.022,2.8,3.464
2004-08-24,1.2,2.062,2.86,3.48
2004-08-25,1.224,2.055,2.848,3.48
2004-08-26,1.244,2.085,2.878,3.497
2004-08-27,1.213,2.044,2.846,3.488
2004-08-30,1.249,2.047,2.862,3.51
2004-08-31,1.182,2.019,2.825,3.479
2004-09-01,1.205,1.992,2.787,3.445
2004-09-02,1.216,2.009,2.796,3.45
2004-09-03,1.274,2.045,2.822,3.465
2004-09-06,1.27,2.079,2.863,3.487
2004-09-07,1.287,2.054,2.838,3.477
2004-09-08,1.267,2.028,2.813,3.457
2004-09-09,1.341,2.027,2.766,3.426
2004-09-10,1.281,2.005,2.771,3.422
2004-09-13,1.285,2.035,2.792,3.412
2004-09-14,1.267,2.01,2.774,3.415
2004-09-15,1.323,2.013,2.757,3.405
2004-09-16,1.327,2.039,2.791,3.423
2004-09-17,1.312,2.007,2.729,3.384
2004-09-20,1.327,2.058,2.759,3.407
2004-09-21,1.321,2.071,2.768,3.404
2004-09-22,1.31,2.048,2.761,3.413
2004-09-23,1.257,1.997,2.729,3.389
2004-09-24,1.306,2.036,2.748,3.392
2004-09-27,1.277,2.025,2.762,3.398
2004-09-28,1.29,2.025,2.739,3.395
2004-09-29,1.313,2.052,2.748,3.391
2004-09-30,1.314,2.06,2.75,3.379
2004-10-01,1.301,2.028,2.745,3.39
2004-10-04,1.246,2.001,2.747,3.382
2004-10-05,1.232,1.99,2.733,3.365
2004-10-06,1.24,1.971,2.69,3.333
2004-10-07,1.221,1.968,2.702,3.337
2004-10-08,1.262,1.968,2.723,3.35
2004-10-11,1.213,1.945,2.689,3.32
2004-10-12,1.163,1.916,2.695,3.341
2004-10-13,1.156,1.898,2.633,3.271
2004-10-14,1.131,1.872,2.62,3.26
2004-10-15,1.146,1.883,2.619,3.26
2004-10-18,1.186,1.878,2.624,3.251
2004-10-19,1.11,1.854,2.638,3.254
2004-10-20,1.103,1.831,2.601,3.234
2004-10-21,1.07,1.833,2.616,3.198
2004-10-22,1.085,1.851,2.643,3.227
2004-10-25,1.094,1.84,2.621,3.228
2004-10-26,1.083,1.819,2.6,3.197
2004-10-27,1.116,1.844,2.598,3.193
2004-10-28,1.091,1.858,2.614,3.194
2004-10-29,1.141,1.86,2.623,3.203
2004-11-01,1.115,1.817,2.585,3.172
2004-11-02,1.115,1.834,2.595,3.204
2004-11-03,1.157,1.904,2.643,3.214
2004-11-04,1.137,1.857,2.587,3.174
2004-11-05,1.119,1.812,2.571,3.159
2004-11-08,1.179,1.871,2.623,3.163
2004-11-09,1.245,1.887,2.604,3.16
2004-11-10,1.266,1.868,2.578,3.138
2004-11-11,1.215,1.834,2.555,3.101
2004-11-12,1.171,1.78,2.509,3.068
2004-11-15,1.217,1.757,2.494,3.066
2004-11-16,1.201,1.76,2.493,3.058
2004-11-17,1.203,1.758,2.505,3.059
2004-11-18,1.219,1.775,2.495,3.05
2004-11-19,1.254,1.818,2.542,3.097
2004-11-22,1.271,1.826,2.562,3.114
2004-11-23,1.283,1.813,2.514,3.064
2004-11-24,1.242,1.769,2.466,3.031
2004-11-25,1.272,1.768,2.451,3.004
2004-11-26,1.25,1.76,2.447,2.985
2004-11-29,1.239,1.747,2.422,2.973
2004-11-30,1.245,1.771,2.443,2.97
2004-12-01,1.208,1.749,2.436,2.955
2004-12-02,1.193,1.72,2.415,2.951
2004-12-03,1.237,1.782,2.452,2.944
2004-12-06,1.152,1.712,2.409,2.925
2004-12-07,1.109,1.651,2.366,2.925
2004-12-08,1.162,1.678,2.375,2.913
2004-12-09,1.133,1.648,2.352,2.913
2004-12-10,1.1,1.654,2.344,2.919
2004-12-13,1.103,1.634,2.326,2.907
2004-12-14,1.104,1.655,2.331,2.91
2004-12-15,1.126,1.651,2.339,2.914
2004-12-16,1.111,1.642,2.333,2.936
2004-12-17,1.087,1.668,2.373,2.932
2004-12-20,1.12,1.672,2.359,2.952
2004-12-21,1.154,1.7,2.354,2.961
2004-12-22,1.14,1.718,2.386,2.948
2004-12-23,1.126,1.733,2.374,2.927
2004-12-24,1.126,1.733,2.374,2.927
2004-12-27,1.175,1.698,2.368,2.921
2004-12-28,1.053,1.652,2.32,2.905
2004-12-29,1.095,1.703,2.358,2.92
2004-12-30,1.137,1.749,2.382,2.923
2004-12-31,1.137,1.749,2.382,2.923
2005-01-03,1.116,1.722,2.38,2.986
2005-01-04,1.062,1.678,2.336,2.86
2005-01-05,1.082,1.682,2.34,2.879
2005-01-06,1.069,1.671,2.327,2.879
2005-01-07,1.061,1.651,2.291,2.852
2005-01-10,1.081,1.646,2.299,2.837
2005-01-11,1.076,1.638,2.279,2.82
2005-01-12,1.061,1.663,2.317,2.826
2005-01-13,1.104,1.691,2.32,2.84
2005-01-14,1.078,1.631,2.267,2.802
2005-01-17,1.048,1.625,2.287,2.813
2005-01-18,1.047,1.628,2.289,2.778
2005-01-19,1.057,1.595,2.229,2.782
2005-01-20,1.062,1.626,2.274,2.772
2005-01-21,1.063,1.621,2.266,2.756
2005-01-24,1.025,1.6,2.266,2.752
2005-01-25,1.029,1.599,2.258,2.739
2005-01-26,1.05,1.611,2.267,2.749
2005-01-27,1.108,1.669,2.285,2.767
2005-01-28,1.1,1.638,2.258,2.761
2005-01-31,1.079,1.618,2.249,2.757
2005-02-01,1.069,1.616,2.22,2.736
2005-02-02,1.013,1.568,2.193,2.673
2005-02-03,1.067,1.574,2.183,2.669
2005-02-04,1.043,1.569,2.166,2.675
2005-02-07,0.996,1.516,2.136,2.659
2005-02-08,1.023,1.551,2.113,2.639
2005-02-09,1.034,1.516,2.051,2.6
2005-02-10,1.019,1.496,2.034,2.597
2005-02-11,1.023,1.524,2.072,2.615
2005-02-14,1.03,1.529,2.076,2.618
2005-02-15,1.094,1.585,2.115,2.62
2005-02-16,1.103,1.599,2.127,2.624
2005-02-17,1.1,1.618,2.168,2.663
2005-02-18,1.139,1.684,2.235,2.719
2005-02-21,1.127,1.712,2.304,2.765
2005-02-22,1.111,1.698,2.305,2.801
2005-02-23,1.117,1.691,2.325,2.811
2005-02-24,1.125,1.714,2.369,2.847
2005-02-25,1.128,1.734,2.374,2.85
2005-02-28,1.124,1.736,2.381,2.846
2005-03-01,1.151,1.752,2.39,2.872
2005-03-02,1.149,1.751,2.388,2.868
2005-03-03,1.108,1.724,2.386,2.87
2005-03-04,1.092,1.723,2.366,2.857
2005-03-07,1.084,1.684,2.316,2.834
2005-03-08,1.108,1.671,2.269,2.792
2005-03-09,1.096,1.664,2.273,2.806
2005-03-10,1.14,1.742,2.381,2.894
2005-03-11,1.131,1.751,2.387,2.883
2005-03-14,1.113,1.773,2.439,2.895
2005-03-15,1.109,1.73,2.387,2.914
2005-03-16,1.099,1.741,2.405,2.906
2005-03-17,1.142,1.749,2.371,2.876
2005-03-18,1.111,1.743,2.4,2.895
2005-03-21,1.135,1.766,2.429,2.947
2005-03-22,1.15,1.772,2.406,2.923
2005-03-23,1.145,1.788,2.456,2.958
2005-03-24,1.216,1.774,2.427,2.944
2005-03-25,1.216,1.774,2.427,2.944
2005-03-28,1.216,1.774,2.427,2.944
2005-03-29,1.163,1.794,2.457,2.934
2005-03-30,1.185,1.737,2.396,2.894
2005-03-31,1.14,1.687,2.355,2.871
2005-04-01,1.088,1.662,2.307,2.826
2005-04-04,1.09,1.673,2.31,2.815
2005-04-05,1.097,1.663,2.3,2.803
2005-04-06,1.058,1.638,2.266,2.792
2005-04-07,1.114,1.637,2.267,2.773
2005-04-08,1.08,1.625,2.267,2.766
2005-04-11,1.066,1.624,2.254,2.765
2005-04-12,1.074,1.609,2.246,2.751
2005-04-13,1.015,1.618,2.216,2.715
2005-04-14,1.031,1.621,2.208,2.707
2005-04-15,0.997,1.565,2.16,2.662
2005-04-18,0.948,1.497,2.096,2.6
2005-04-19,0.918,1.5,2.145,2.634
2005-04-20,0.91,1.474,2.108,2.612
2005-04-21,0.931,1.48,2.108,2.623
2005-04-22,0.959,1.481,2.08,2.669
2005-04-25,0.941,1.474,2.083,2.639
2005-04-26,0.965,1.501,2.097,2.652
2005-04-27,0.947,1.499,2.103,2.659
